"ubicacion","lat","lon","cant_dorms","cant_banos","antiguedad","expensas","precio","precio_moneda","sup_cub","sup_des","href","sup_total","ambientes","fuente"
"peña 2300, piso pb",-34.59029,-58.398,2,1,70,7000,50000,"$",50,8,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta--5876846",58,3,"argenprop"
"diaz colodrero al 3000",-34.56859,-58.48988,0,1,15,,28000,"$",32,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-1-ambiente--10690861",35,1,"argenprop"
"espectacular mono ambiente en alquiler, gamarra al 1800",-34.59669,-58.38366,1,1,,,33000,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-1-ambiente--10616736",33,2,"argenprop"
"paraguay 2000",-34.5985,-58.39639,0,1,31,6800,25000,"$",21,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--9072676",21,1,"argenprop"
"pedro d murillo 600, piso 6",-34.60088,-58.44357,1,1,,5384,27000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10456402",30,2,"argenprop"
"av cordoba 2000, piso 8",-34.59971,-58.39709,2,1,,8400,48000,"$",52.05,2.31,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--10652915",54.36,3,"argenprop"
"av cordoba 2000, piso 8",-34.59971,-58.39709,2,1,,8400,48000,"$",52.05,2.31,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10652904",54.36,3,"argenprop"
"av cordoba 3400, piso 6",-34.59796,-58.41512,3,1,,7600,54900,"$",96,6,"https://www.argenprop.com/departamento-en-alquiler-en-almagro--10682821",102,4,"argenprop"
"av cordoba 3400, piso 6",-34.59796,-58.41512,3,1,,7600,54900,"$",96,6,"https://www.argenprop.com/departamento-en-alquiler-en-palermo--10682822",102,4,"argenprop"
"campichuelo 100, piso 2",,,1,2,,7000,60000,"$",47,4,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10418453",51,2,"argenprop"
"belgrano av. 2500",-34.6143,-58.40162,1,,60,6520,27000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10419461",45,2,"argenprop"
"pte h yrigoyen 4000, piso 1",-34.61513,-58.42294,1,1,25,3350,27900,"$",30,6,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10682847",36,2,"argenprop"
"pte h yrigoyen 4000, piso 1",-34.61513,-58.42294,1,1,25,3350,27900,"$",30,6,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--10682845",36,2,"argenprop"
"yerbal 2400, piso 12",-34.62783,-58.46368,2,1,40,8000,48000,"$",65,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--10669292",65,3,"argenprop"
"gral m soler 4400, piso 3",-34.58868,-58.42258,1,1,,4970,35000,"$",32,1.6,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--10652947",33.6,2,"argenprop"
"gral m soler 4400, piso 3",-34.58868,-58.42258,1,1,,4970,35000,"$",32,1.6,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10652956",33.6,2,"argenprop"
"garcia lorca 100, piso 2",-34.62096,-58.44484,1,1,,4900,32000,"$",38,2,"https://www.argenprop.com/departamento-en-alquiler-en-caballito--10681930",40,2,"argenprop"
"jorge luis borges 1700",-34.58792,-58.42884,1,1,21,,800,"USD",47,0,"https://www.argenprop.com/ph-en-alquiler-en-palermo-soho-2-ambientes--10283208",47,2,"argenprop"
"zapata al 300",-34.57321,-58.4414,0,1,30,4000,23000,"$",27,0,"https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--10335647",27,1,"argenprop"
"paraná al 800",-34.59878,-58.38825,1,1,20,8000,29000,"$",29,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-1-ambiente--10677450",29,2,"argenprop"
"ayacucho 900",-34.59888,-58.39594,1,,40,5000,25000,"$",23,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte--10690804",23,2,"argenprop"
"concepción arenal 3400",-34.5835,-58.44617,0,1,,5000,45000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-chacarita-1-ambiente--10690821",36,1,"argenprop"
"lima 1100, piso -",-34.62139,-58.38154,0,1,10,8000,22000,"$",32,3,"https://www.argenprop.com/departamento-en-alquiler-en-monserrat-1-ambiente--3222390",35,1,"argenprop"
"combate de los pozos al 1100",-34.62207,-58.39293,2,1,30,8300,45000,"$",50,0,"https://www.argenprop.com/departamento-en-alquiler-en-constitucion-3-ambientes--10423539",50,3,"argenprop"
"arcos 1700",-34.56382,-58.45121,2,2,20,27000,1000,"USD",62,4,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--10690751",66,3,"argenprop"
"venezuela 1800, piso 5",-34.61482,-58.39265,1,1,,4500,27000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10328850",30,2,"argenprop"
"charcas 3000",-34.59307,-58.40876,1,1,41,4400,39000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--10317202",38,2,"argenprop"
"av san martin  1900, piso 13",-34.6055,-58.4554,2,1,45,8000,47000,"$",50,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--10455718",50,3,"argenprop"
"san martin 500, piso 1",-34.60162,-58.37387,4,1,,20000,60000,"$",139,0,"https://www.argenprop.com/departamento-en-alquiler-en-centro-5-ambientes--10690688",139,5,"argenprop"
"av. belgrano al 1900",-34.61411,-58.39391,2,2,25,17363,55000,"$",85,5,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--10632425",90,3,"argenprop"
"av. la plata 610 11º c (esq. independencia)",-34.62234,-58.42775,2,1,15,7000,60000,"$",60,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--10689151",60,3,"argenprop"
"virrey liniers al 1200",-34.62601,-58.41343,1,1,,1000,30500,"$",38,4,"https://www.argenprop.com/departamento-en-alquiler-en-boedo-1-ambiente--10072984",42,2,"argenprop"
"av de los constituyentes 3600",-34.58844,-58.48543,1,1,40,4350,33000,"$",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon--5838520",46,2,"argenprop"
"combatientes de malvinas 3200, piso 1",-34.58266,-58.4735,1,1,40,,51000,"$",40,25,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10690555",65,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-2-ambientes--10557616",58,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10538708",58,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10538705",58,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10503910",58,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10421208",58,2,"argenprop"
"salguero  al 1600",-34.59164,-58.41806,1,1,4,7800,65000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10420903",58,2,"argenprop"
"pedernera al 100",-34.63051,-58.46354,1,1,5,,32000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--10649297",40,2,"argenprop"
"dr a alsina 1300, piso 2",-34.61111,-58.38456,2,1,40,3700,37000,"$",38,2,"https://www.argenprop.com/departamento-en-alquiler-en-monserrat-3-ambientes--10680236",40,3,"argenprop"
"olleros 2400, piso 3",-34.57096,-58.44404,1,1,30,11024,35000,"$",37.38,3.09,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10631658",40.47,2,"argenprop"
"libertad 1300",-34.59233,-58.38432,5,5,71,,2200,"USD",295,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-6-ambientes--10515431",295,6,"argenprop"
"emilio mitre 400, piso 21",-34.62762,-58.44334,2,1,35,5645,38000,"$",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--10637090",46,3,"argenprop"
"miller  2300",-34.57318,-58.47982,0,1,8,6000,39000,"$",40,4,"https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r--10680441",44,1,"argenprop"
"la pampa al 1900",-34.56213,-58.44965,6,4,,32000,1800,"USD",198,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--8416655",198,7,"argenprop"
"monroe 5600, piso 8",-34.57809,-58.49265,1,1,60,5500,30000,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10679534",33,2,"argenprop"
"e mitre 100, piso 3",-34.6234,-58.44365,3,2,45,14000,86000,"$",85,8,"https://www.argenprop.com/departamento-en-alquiler-en-primera-junta-4-ambientes--10469411",93,4,"argenprop"
"av. patricios 100, piso 2",-34.63094,-58.37061,0,1,,4300,23000,"$",26,2,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-1-ambiente--10690004",28,1,"argenprop"
"conde al 1400",-34.57425,-58.45762,1,1,40,3000,29000,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-colegiales-1-ambiente--10247159",25,2,"argenprop"
"bulnes al 1200",-34.5977,-58.4173,0,1,5,4500,35000,"$",28,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--8906726",28,1,"argenprop"
"bdier gral j zapiola 2400",-34.56341,-58.46573,0,1,10,6000,30000,"$",32,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10409413",35,1,"argenprop"
"jaramillo  3200, piso 6",-34.55175,-58.47589,3,1,,7000,60000,"$",75,0,"https://www.argenprop.com/departamento-en-alquiler-en-saavedra-4-ambientes--10503559",75,4,"argenprop"
"f c rodriguez 100, piso 13",,,1,1,40,7400,27000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--1736158",40,2,"argenprop"
"dr c argerich 1800, piso 3",-34.6143,-58.48106,0,1,7,3800,30000,"$",35,3,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-santa-rita-1-ambiente--8475666",38,1,"argenprop"
"guise 1900, piso 1",-34.59049,-58.41281,0,1,40,7000,26000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--10529548",38,1,"argenprop"
"sanabria 1600, piso 4",-34.62132,-58.49642,0,1,40,6000,25000,"$",30,3,"https://www.argenprop.com/departamento-en-alquiler-en-monte-castro-1-ambiente--6032453",33,1,"argenprop"
"av s ortiz 2600, piso 2",,,2,2,60,8000,52000,"$",73,5,"https://www.argenprop.com/departamento-en-alquiler-en-botanico-3-ambientes--10501932",78,3,"argenprop"
"f senillosa 200, piso 4",-34.61925,-58.42989,2,1,40,9900,42000,"$",56,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--5485717",56,3,"argenprop"
"chivilcoy  100",-34.63218,-58.48258,1,1,50,2500,27500,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-floresta-2-ambientes--10689220",35,2,"argenprop"
"av belgrano 1300, piso 8",-34.61327,-58.38578,0,1,40,2400,20000,"$",28,0,"https://www.argenprop.com/departamento-en-alquiler-en-congreso-1-ambiente--4810874",28,1,"argenprop"
"thames 100, piso 6",-34.60368,-58.38156,1,1,40,4000,22000,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--10689028",33,2,"argenprop"
"larrazabal 1600",-34.65497,-58.49813,2,1,2,7500,38000,"$",49,0,"https://www.argenprop.com/departamento-en-alquiler-en-mataderos-3-ambientes--10689020",49,3,"argenprop"
"thames 2100",-34.58443,-58.42623,2,2,30,14000,42000,"$",64,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10688996",64,3,"argenprop"
"av. alvarez thomas al 3200",-34.57169,-58.48331,1,1,40,6500,40000,"$",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--9989694",46,2,"argenprop"
"arce al 900",-34.56817,-58.4338,2,2,20,18000,80000,"$",65,0,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--10678009",65,3,"argenprop"
"ruiz huidobro 3000",-34.54669,-58.47782,1,1,,7000,42000,"$",40,8,"https://www.argenprop.com/departamento-en-alquiler-en-saavedra-2-ambientes--10688937",48,2,"argenprop"
"manuel artigas 5100",,,1,1,25,5000,32000,"$",38,2,"https://www.argenprop.com/departamento-en-alquiler-en-villa-luro-2-ambientes--7119723",40,2,"argenprop"
"gral guillermo miller 2300, piso 4",-34.57354,-58.47922,1,1,,,35000,"$",42,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza--10688890",42,2,"argenprop"
"olazabal  4400, piso 7",-34.57236,-58.47886,1,1,30,7500,32000,"$",42,4,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10265918",46,2,"argenprop"
"olazábal  4400, piso 7",-34.57236,-58.47873,1,1,30,7500,32000,"$",42,4,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10265899",46,2,"argenprop"
"san luis  3200",-34.59949,-58.41031,1,1,,,23000,"$",31,2,"https://www.argenprop.com/departamento-en-alquiler-en-abasto--9668826",33,2,"argenprop"
"peru 1600, piso 1",-34.6266,-58.37374,1,1,6,11500,36000,"$",33,23,"https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-2-ambientes--10505073",56,2,"argenprop"
"blanco encalada 5200, piso 4",-34.57699,-58.48903,1,1,40,8000,37000,"$",40,4,"https://www.argenprop.com/departamento-en-alquiler-en-urquiza-r-2-ambientes--7512042",44,2,"argenprop"
"peru 1600, piso 1",-34.6266,-58.37374,0,1,6,11800,35000,"$",33,3,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-1-ambiente--9261821",36,1,"argenprop"
"peru 1600, piso 1",-34.6266,-58.37374,1,1,6,11800,35000,"$",33,3,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-2-ambientes--10504979",36,2,"argenprop"
"independencia al 3800",-34.62101,-58.41953,1,1,50,7331,33000,"$",32,3,"https://www.argenprop.com/departamento-en-alquiler-en-boedo-2-ambientes--10688744",35,2,"argenprop"
"av.nazca 1700, piso 5",-34.61375,-58.47967,1,1,4,4500,36000,"$",35,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-general-mitre-1-ambiente--10544788",38,2,"argenprop"
"cnel j pringles 600",-34.60521,-58.42762,7,3,75,,130000,"$",182,22,"https://www.argenprop.com/casa-en-alquiler-en-almagro-8-ambientes--10329494",204,8,"argenprop"
"cnel j pringles 600",-34.60521,-58.42762,7,3,75,,130000,"$",182,22,"https://www.argenprop.com/casa-en-alquiler-en-villa-crespo-8-ambientes--10330342",204,8,"argenprop"
"malabia 1600",-34.59045,-58.42619,1,1,,6000,32600,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--10244303",45,2,"argenprop"
"av jujuy 1700, piso pb",-34.63024,-58.40089,0,1,55,4500,25000,"$",22,0,"https://www.argenprop.com/departamento-en-alquiler-en-parque-patricios-1-ambiente--10688722",22,1,"argenprop"
"camacuá 200",-34.62975,-58.45761,3,4,20,21000,110000,"$",128,9,"https://www.argenprop.com/departamento-en-alquiler-en-flores-4-ambientes--10357760",137,4,"argenprop"
"maipu al 800",-34.59802,-58.3768,1,1,50,3471,22000,"$",27,0,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-1-ambiente--10383637",27,2,"argenprop"
"san benito de palermo al 1600",-34.56744,-58.43229,2,1,40,12000,80000,"$",86,9,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-3-ambientes--9953815",95,3,"argenprop"
"sanchez de bustamante al 1000",-34.59898,-58.41362,1,1,8,4100,38000,"$",40,3,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--10566446",43,2,"argenprop"
"av. asamblea 64 5ºb (av. la plata - senillosa)",-34.63147,-58.42635,0,,3,5000,28000,"$",37,4,"https://www.argenprop.com/departamento-en-alquiler-en-parque-chacabuco-1-ambiente--10344295",41,1,"argenprop"
"av.figueroa alcorta 3000",,,3,2,40,23000,1200,"USD",100,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-4-ambientes--10648775",100,4,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-1-ambiente--10578719",38,2,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-tribunales-1-ambiente--10578716",38,2,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-microcentro-1-ambiente--10578712",38,2,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-catalinas-1-ambiente--10578640",38,2,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-monserrat-1-ambiente--10578617",38,2,"argenprop"
"tucumán al 300 (25 de mayo y reconquista)",-34.60083,-58.37169,1,1,49,4500,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-1-ambiente--10578608",38,2,"argenprop"
"montevideo 1100, piso 7",-34.59602,-58.38998,1,,,8900,30000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--9857959",38,2,"argenprop"
"sinclair 2900",-34.57536,-58.42349,0,1,24,6903,35000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-1-ambiente--10561672",35,1,"argenprop"
"borges al 2300 (y charcas)",,,2,1,38,10000,60000,"$",61,53,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10229820",114,3,"argenprop"
"cabildo al 400",-34.56208,-58.45668,1,1,38,4800,46000,"$",46,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10688472",46,2,"argenprop"
"av del libertador 600",-34.58897,-58.38183,2,1,,12000,35000,"$",4545,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--10565231",4545,3,"argenprop"
"scalabrini ortiz raul 2400",-34.58581,-58.41743,3,2,65,25000,120000,"$",120,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--10529203",120,4,"argenprop"
"lavalle 1700",-34.60357,-58.39122,0,1,50,4500,21500,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-microcentro-1-ambiente--10434573",25,1,"argenprop"
"callao al 600",,,0,1,16,7000,30000,"$",30,3,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-1-ambiente--6525947",33,1,"argenprop"
"tte b matienzo 1800",-34.56911,-58.43525,2,1,40,13700,60000,"$",56,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--8959419",56,3,"argenprop"
"santa fe 4800",-34.57804,-58.42834,2,1,40,18500,40000,"$",75,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--8429864",75,3,"argenprop"
"m de salcedo 3200, piso 1",-34.63273,-58.41012,0,1,60,,28000,"$",35,3,"https://www.argenprop.com/departamento-en-alquiler-en-parque-patricios-1-ambiente--10538696",38,1,"argenprop"
"estado de israel 4500",-34.59954,-58.43022,1,1,35,6000,30000,"$",34,0,"https://www.argenprop.com/departamento-en-alquiler-en-parque-centenario-2-ambientes--10289695",34,2,"argenprop"
"gascon 1000",-34.59861,-58.42315,1,1,40,5500,30000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-2-ambientes--10055441",40,2,"argenprop"
"soler 4700",-34.58663,-58.4257,1,1,25,4600,29000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--9251106",35,2,"argenprop"
"gral. martin de gainza 500, piso 2",-34.61544,-58.44685,1,1,8,8700,42000,"$",38,10,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10553688",48,2,"argenprop"
"ambrosetti 100",-34.61612,-58.43573,1,1,35,4100,33000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10688589",38,2,"argenprop"
"bahia blanca 2000, piso 4",-34.61574,-58.49615,2,2,15,15000,43000,"$",60,5,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-3-ambientes--5171982",65,3,"argenprop"
"ambrosetti 100",-34.61612,-58.43573,1,1,35,4100,33000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--10688588",38,2,"argenprop"
